0,236.949999999999,-410.300000000003,10.0
3,317.849999999999,-347.800000000003,10.0
20,305.449999999999,-94.0999999999985,10.0
26,248.349999999999,-430.699999999997,4.0
37,192.25,-417.300000000003,10.0
38,274.15,-417.300000000003,10.0
43,269.15,-413.300000000003,10.0
46,196.15,-410.300000000003,3.0
51,188.75,-408.300000000003,10.0
54,277.15,-407.800000000003,10.0
55,267.65,-407.800000000003,10.0
76,265.75,-399.400000000001,2.0
85,227.949999999999,-393.900000000001,10.0
88,140.549999999999,-392.900000000001,10.0
92,210.049999999999,-390.0,3.0
93,221.549999999999,-391.400000000001,3.0
105,218.549999999999,-387.5,3.0
107,203.15,-386.0,10.0
113,135.65,-385.5,10.0
115,211.049999999999,-384.5,3.0
116,222.049999999999,-384.0,3.0
123,206.65,-381.5,10.0
130,239.349999999999,-378.0,3.0
149,234.449999999999,-374.099999999999,3.0
151,250.849999999999,-373.099999999999,3.0
157,239.349999999999,-371.099999999999,3.0
163,256.25,-368.099999999999,3.0
171,280.049999999999,-367.599999999999,10.0
172,243.849999999999,-367.099999999999,3.0
176,248.849999999999,-367.599999999999,3.0
182,259.25,-364.099999999999,3.0
187,235.949999999999,-362.599999999999,3.0
192,250.349999999999,-360.699999999997,3.0
196,244.349999999999,-360.699999999997,3.0
197,295.949999999999,-361.199999999997,10.0
199,207.65,-360.199999999997,3.0
213,265.75,-358.699999999997,10.0
217,292.049999999999,-358.199999999997,10.0
218,118.25,-356.199999999997,10.0
219,272.65,-356.199999999997,10.0
220,255.25,-355.699999999997,3.0
228,267.65,-353.199999999997,10.0
229,208.15,-353.199999999997,3.0
231,275.65,-353.199999999997,10.0
234,189.25,-352.699999999997,3.0
235,197.65,-351.199999999997,3.0
239,242.849999999999,-351.699999999997,3.0
242,230.449999999999,-350.699999999997,3.0
243,271.65,-349.699999999997,10.0
245,138.15,-349.699999999997,10.0
246,194.25,-349.199999999997,3.0
248,236.949999999999,-348.699999999997,3.0
249,221.049999999999,-348.699999999997,3.0
250,277.15,-348.699999999997,10.0
256,311.849999999999,-347.800000000003,10.0
258,161.449999999999,-346.800000000003,3.0
259,124.25,-346.300000000003,10.0
262,281.549999999999,-347.300000000003,10.0
263,211.549999999999,-345.800000000003,3.0
265,203.65,-344.300000000003,3.0
269,190.25,-344.800000000003,3.0
270,115.75,-343.800000000003,10.0
271,131.65,-342.300000000003,10.0
276,315.349999999999,-342.800000000003,10.0
277,327.25,-342.800000000003,10.0
279,216.049999999999,-339.300000000003,3.0
282,308.849999999999,-341.300000000003,10.0
287,182.75,-340.800000000003,3.0
289,299.449999999999,-339.800000000003,10.0
291,177.349999999999,-333.900000000001,3.0
296,108.849999999999,-338.300000000003,10.0
297,210.049999999999,-337.800000000003,3.0
298,245.349999999999,-336.300000000003,3.0
305,193.75,-337.300000000003,3.0
313,199.15,-331.400000000001,3.0
314,240.349999999999,-333.400000000001,3.0
317,108.849999999999,-331.900000000001,10.0
321,228.449999999999,-331.900000000001,3.0
325,268.65,-330.900000000001,3.0
326,235.949999999999,-329.900000000001,3.0
331,119.25,-328.400000000001,4.0
333,243.849999999999,-330.900000000001,3.0
335,304.949999999999,-327.900000000001,10.0
339,183.75,-327.900000000001,3.0
341,191.75,-326.900000000001,3.0
342,319.349999999999,-326.900000000001,6.0
348,150.549999999999,-325.900000000001,3.0
350,200.65,-325.400000000001,3.0
355,268.15,-324.900000000001,3.0
357,207.15,-320.900000000001,3.0
360,128.15,-323.400000000001,3.0
361,137.65,-323.900000000001,3.0
363,235.449999999999,-322.900000000001,3.0
364,249.349999999999,-322.900000000001,3.0
367,264.25,-323.400000000001,3.0
371,299.949999999999,-321.400000000001,10.0
373,143.549999999999,-321.900000000001,3.0
376,294.949999999999,-321.900000000001,3.0
380,289.049999999999,-320.400000000001,3.0
381,189.75,-320.400000000001,3.0
383,201.15,-317.5,3.0
391,274.65,-319.5,3.0
393,183.75,-318.0,3.0
397,135.65,-316.5,3.0
399,329.75,-315.5,3.0
400,195.65,-316.5,3.0
401,295.949999999999,-316.5,3.0
402,148.049999999999,-316.0,3.0
403,264.75,-316.0,3.0
407,125.25,-314.5,10.0
410,315.849999999999,-313.5,3.0
416,302.449999999999,-313.0,10.0
417,309.349999999999,-313.0,3.0
419,177.349999999999,-312.0,3.0
421,129.15,-311.5,3.0
435,145.049999999999,-310.0,3.0
436,152.049999999999,-309.5,3.0
438,293.049999999999,-310.0,3.0
441,317.849999999999,-308.5,3.0
442,123.75,-308.0,3.0
445,134.65,-308.0,3.0
447,342.15,-308.0,3.0
453,310.349999999999,-306.5,3.0
456,298.949999999999,-306.5,3.0
469,319.349999999999,-303.599999999999,3.0
471,291.049999999999,-303.599999999999,3.0
473,325.75,-304.099999999999,3.0
474,333.75,-302.099999999999,3.0
488,353.049999999999,-300.599999999999,3.0
497,296.949999999999,-298.599999999999,3.0
