0,-714.9974288870801,-439.656804098252,1.0,314.1592653589793
10,-732.7613401637778,-587.0972676948385,3.0,314.1592653589793
16,-771.8419449725129,-568.3182757737732,3.0,314.1592653589793
18,-779.4550498053834,-560.7051709409027,5.0,78.53981633974483
30,-810.9225497812505,-526.6999693540787,3.0,314.1592653589793
43,-784.2766828662039,-495.232469378209,6.0,78.53981633974483
45,-705.100392604351,-495.232469378209,10.0,78.53981633974483
46,-692.4118845495669,-495.232469378209,10.0,78.53981633974483
66,-832.239243313288,-470.1092234297339,10.0,78.53981633974483
71,-923.0889609855396,-462.4961185968634,3.0,314.1592653589793
72,-757.8845861122504,-463.7649694023418,1.0,314.1592653589793
74,-851.2720053954641,-458.6895661804282,10.0,78.53981633974483
76,-906.5939005143204,-454.88301376399295,3.0,314.1592653589793
79,-834.7769449242447,-452.34531215303616,10.0,78.53981633974483
83,-850.0031545899857,-446.0010581256441,10.0,78.53981633974483
87,-824.6261384804175,-442.19450570920884,10.0,78.53981633974483
90,-839.8523481461584,-437.1191024872952,3.0,314.1592653589793
92,-857.3624892617604,-434.835171037429,10.0,78.53981633974483
111,-677.185674883826,-418.3401105662096,10.0,78.53981633974483
114,-714.9974288870801,-418.3401105662096,10.0,78.53981633974483
121,-737.8367433856915,-413.26470734429597,10.0,78.53981633974483
122,-689.87418293861,-411.9958565388176,10.0,78.53981633974483
125,-703.8315417988726,-410.7270057333392,10.0,78.53981633974483
126,-671.0951910175296,-410.7270057333392,10.0,78.53981633974483
131,-964.4534972441384,-406.92045331690395,3.0,314.1592653589793
133,-723.879384525429,-406.92045331690395,10.0,78.53981633974483
138,-658.4066829627455,-406.92045331690395,10.0,78.53981633974483
145,-682.2610781057396,-397.0234170341875,10.0,78.53981633974483
165,-702.5626909933942,-385.6037597848818,3.0,314.1592653589793
173,-691.1430337440885,-379.25950575748976,10.0,78.53981633974483
176,-1048.9589608890008,-375.4529533410545,3.0,314.1592653589793
187,-1064.1851705547417,-371.6464009246193,3.0,314.1592653589793
188,-873.8575497329798,-367.83984850818405,3.0,314.1592653589793
194,-691.1430337440885,-367.83984850818405,10.0,78.53981633974483
219,-932.9859972682713,-350.3297073925794,3.0,314.1592653589793
222,-898.9807956814499,-349.060856587101,3.0,314.1592653589793
224,-1089.3084165032117,-350.3297073925794,3.0,314.1592653589793
255,-653.3312797408319,-333.83464692136005,3.0,314.1592653589793
264,-1027.6422673569634,-325.2064614441018,3.0,314.1592653589793
273,-776.9173481944266,-322.6687598331449,10.0,78.53981633974483
274,-765.4976909451209,-322.6687598331449,10.0,78.53981633974483
283,-1106.8185576188137,-311.2491025838392,3.0,314.1592653589793
284,-1074.0822068374707,-315.05565500027444,3.0,314.1592653589793
292,-779.4550498053834,-308.7114009728824,10.0,78.53981633974483
300,-873.8575497329798,-302.36714694549033,3.0,314.1592653589793
313,-1072.8133560319923,-301.09829614001194,3.0,314.1592653589793
314,-1054.0343641109143,-299.8294453345335,3.0,314.1592653589793
315,-774.3796465834697,-299.8294453345335,10.0,78.53981633974483
316,-687.3364813276532,-299.8294453345335,3.0,314.1592653589793
317,-1037.539303639695,-299.8294453345335,3.0,314.1592653589793
318,-838.58349734068,-299.8294453345335,3.0,314.1592653589793
