1,47.4500000000007,-66.3000000000029,2.0
2,60.3500000000004,-64.3000000000029,1.0
4,20.1499999999996,-62.3000000000029,4.0
5,25.5499999999993,-62.3000000000029,4.0
6,41.4500000000007,-59.8000000000029,1.0
7,51.3500000000004,-60.3000000000029,1.0
9,46.4500000000007,-58.8000000000029,1.0
11,59.8500000000004,-56.9000000000015,1.0
12,22.5499999999993,-56.9000000000015,1.0
13,50.8500000000004,-56.4000000000015,1.0
14,56.3500000000004,-55.4000000000015,1.0
15,67.75,-54.9000000000015,4.0
16,38.9500000000007,-53.9000000000015,1.0
18,44.9500000000007,-53.4000000000015,1.0
19,30.5499999999993,-52.4000000000015,5.0
22,74.25,-49.4000000000015,1.0
23,25.0499999999993,-50.4000000000015,1.0
25,41.4500000000007,-48.4000000000015,3.0
26,35.0499999999993,-45.4000000000015,3.0
27,29.0499999999993,-45.4000000000015,1.0
28,80.1499999999996,-44.9000000000015,1.0
29,48.9500000000007,-44.0,3.0
30,59.3500000000004,-43.0,3.0
31,-3.25,-40.0,10.0
32,56.3500000000004,-39.5,3.0
33,30.0499999999993,-37.5,3.0
34,47.9500000000007,-38.0,3.0
35,66.25,-38.5,1.0
37,36.9500000000007,-38.0,3.0
39,2.25,-35.5,4.0
40,63.8500000000004,-35.5,6.0
41,22.5499999999993,-33.0,4.0
42,56.8500000000004,-35.0,3.0
43,67.75,-32.5,1.0
44,44.4500000000007,-32.5,3.0
46,30.0499999999993,-31.5,3.0
47,37.4500000000007,-30.5,3.0
50,23.0499999999993,-26.5999999999985,3.0
51,37.9500000000007,-25.5999999999985,3.0
52,30.0499999999993,-25.0999999999985,3.0
53,50.8500000000004,-26.5999999999985,3.0
54,61.3500000000004,-24.0999999999985,1.0
55,20.6499999999996,-22.0999999999985,5.0
57,36.0499999999993,-21.5999999999985,3.0
58,56.3500000000004,-17.0999999999985,3.0
59,60.8500000000004,-18.0999999999985,1.0
61,15.1499999999996,-17.0999999999985,1.0
62,65.25,-16.0999999999985,1.0
63,30.0499999999993,-16.0999999999985,3.0
66,45.4500000000007,-13.1999999999971,3.0
67,37.4500000000007,-12.6999999999971,3.0
68,49.9500000000007,-11.6999999999971,3.0
69,22.5499999999993,-11.1999999999971,1.0
70,41.9500000000007,-10.1999999999971,3.0
71,18.1499999999996,-8.19999999999709,1.0
72,36.4500000000007,-9.19999999999709,3.0
73,29.5499999999993,-7.19999999999709,3.0
74,51.8500000000004,-5.69999999999709,3.0
76,23.5499999999993,-4.69999999999709,1.0
77,43.9500000000007,-6.69999999999709,3.0
78,55.3500000000004,-7.19999999999709,3.0
79,38.4500000000007,-2.19999999999709,1.0
81,33.0499999999993,-1.30000000000291,1.0
82,46.4500000000007,-0.80000000000291,4.0
83,59.8500000000004,0.69999999999709,4.0
86,41.9500000000007,2.69999999999709,5.0
88,32.5499999999993,4.69999999999709,1.0
91,57.3500000000004,5.69999999999709,4.0
97,47.9500000000007,13.5999999999985,2.0
99,58.3500000000004,14.0999999999985,1.0
103,54.8500000000004,19.5999999999985,1.0
104,48.9500000000007,20.0999999999985,1.0
106,37.9500000000007,25.5999999999985,2.0
110,55.8500000000004,-29.5999999999985,1.0
111,50.3500000000004,-18.0999999999985,3.0
112,59.3500000000004,-8.19999999999709,1.0
102337,80.1499999999996,-38.5,1.0
102338,71.25,-37.5,2.0
102340,81.6499999999996,-30.0,1.0
102341,-1.25,-26.5999999999985,10.0
102343,45.9500000000007,-18.5999999999985,3.0
102346,21.6499999999996,0.69999999999709,1.0
102347,67.25,1.69999999999709,4.0
102348,27.5499999999993,3.69999999999709,1.0
102350,50.8500000000004,5.19999999999709,4.0
102351,69.75,4.69999999999709,3.0
102352,40.9500000000007,7.69999999999709,1.0
102354,55.3500000000004,11.6999999999971,1.0
102356,41.4500000000007,13.0999999999985,2.0
102359,53.3500000000004,16.0999999999985,1.0
102360,65.25,18.0999999999985,1.0
102361,46.9500000000007,25.0999999999985,1.0
102362,41.9500000000007,30.0,10.0
102363,64.75,-71.8000000000029,10.0
102365,51.8500000000004,9.69999999999709,5.0
102367,45.4500000000007,29.5,10.0
102329,61.3500000000004,-74.6999999999971,11.0
102330,65.75,-63.3000000000029,1.0
102331,28.0499999999993,-60.3000000000029,1.0
102332,15.1499999999996,-57.9000000000015,10.0
102333,34.5499999999993,-53.9000000000015,4.0
102334,13.1499999999996,-50.4000000000015,11.0
102335,64.75,-51.4000000000015,12.0
102336,58.8500000000004,-48.9000000000015,11.0
102339,76.75,-29.5999999999985,1.0
102342,76.75,-21.5999999999985,13.0
102344,20.1499999999996,-15.1999999999971,1.0
102345,13.1499999999996,-14.6999999999971,1.0
102349,18.6499999999996,2.69999999999709,11.0
102353,29.0499999999993,10.6999999999971,4.0
102355,68.25,12.0999999999985,12.0
102357,32.0499999999993,14.0999999999985,13.0
102358,36.4500000000007,16.0999999999985,11.0
102364,17.6499999999996,-56.4000000000015,10.0
102366,74.25,-27.0999999999985,13.0
102368,63.3500000000004,-6.19999999999709,12.0
