0,0,337.85,-347.3,10,3,0.250753
1,0,-114.95,-344.3,10,3,0.0137975
2,0,-272.35,-284.7,10,3,0.690489
3,0,116.85,-282.2,10,3,0.0525092
4,0,-242.55,-280.2,10,3,0.936144
5,0,-254.45,-277.3,10,3,0.911149
6,0,-261.95,-259.9,10,3,0.34583
7,0,-410.85,-249.4,10,3,0.971139
8,0,-398.45,-234.6,10,3,0.963176
9,0,-108.55,-222.6,10,3,0.59536
10,0,-462.95,-203.8,10,3,0.508523
11,0,107.95,-174,10,3,0.981132
12,0,-368.15,-169.5,10,3,0.15687
13,0,437.05,-148.2,10,3,0.965877
14,0,-116.45,-111.9,10,3,0.540998
15,0,-150.75,-110.9,10,3,0.415004
16,0,-463.95,-86.1,10,3,0.452635
17,0,-143.75,-49.4,10,3,0.130997
18,0,-218.75,-34.5,10,3,0.468317
19,0,411.75,-27,10,3,0.134096
20,2,75.65,14.7,5,4,0
21,0,-129.35,17.7,10,3,0.641783
22,0,346.25,21.1,10,3,0.215493
23,0,-460.55,32,10,3,0.570354
24,0,51.35,34,10,3,0.552957
25,0,-50.95,42.5,10,3,0.23782
26,0,-438.15,48.4,10,3,0.443187
27,0,69.75,83.7,10,3,0.461341
28,0,90.55,84.2,10,3,0.424788
29,0,106.95,117.4,10,3,0.645685
30,0,348.25,119.4,10,3,0.496973
31,0,335.35,131.3,10,3,0.068369
32,0,82.65,188.9,10,3,0.818009
33,0,-180.05,189.4,10,3,0.610436
34,0,-239.05,198.4,10,3,0.160036
35,0,-462.95,198.9,10,3,0.901956
36,0,-244.55,198.9,10,3,0.361339
37,0,-39.55,198.9,10,3,0.0420003
38,0,170.95,215.2,10,3,0.493781
39,0,-146.75,224.2,10,3,0.540893
40,0,321.95,225.2,10,3,0.533203
41,0,289.15,232.1,10,3,0.905411
42,0,401.35,249.5,10,3,0.613017
43,0,88.55,259.4,10,3,0.18252
44,0,-173.55,267.4,10,3,0.668929
45,0,-290.75,287.7,10,3,0.110875
46,0,-108.55,288.7,10,3,0.558113
47,0,-296.65,292.7,10,3,0.812574
48,4,-310.05,305.6,5,8,0
49,0,-380.55,309.1,10,3,0.562432
50,1,-345.85,320,10,1,0
51,0,-71.75,321,10,3,0.726663
52,0,116.35,-347.3,10,3,0.100081
53,0,128.25,-346.3,10,3,0.987392
54,0,319.95,-345.3,10,3,0.575338
55,0,-263.45,-330.9,10,3,0.165807
56,0,-119.45,-319.5,10,3,0.997732
57,0,-285.25,-318,10,3,0.657187
58,0,-233.65,-316,10,3,0.358375
59,0,-257.45,-316.5,10,3,0.666275
60,0,-169.05,-316,10,3,0.93511
61,0,327.85,-315.5,10,3,0.983709
62,0,343.75,-313.5,10,3,0.181233
63,0,-224.65,-310.5,10,3,0.54472
64,0,-293.75,-309,10,3,0.221422
65,0,91.05,-307.5,10,3,0.721068
66,0,-85.15,-307,10,3,0.748987
67,0,343.75,-305.1,10,3,0.392923
68,0,-337.35,-304.6,10,3,0.716978
69,0,-301.15,-304.6,10,3,0.00703685
70,0,-218.25,-303.6,10,3,0.272192
71,0,-229.15,-301.1,10,3,0.305927
72,0,-360.75,-299.6,10,3,0.862155
73,0,344.25,-297.6,10,3,0.514683
74,0,-354.25,-295.1,10,3,0.250115
75,0,-347.85,-291.2,10,3,0.0990303
76,0,-326.95,-290.2,10,3,0.246258
